"CWNS_ID","FACILITY_ID","STATE_CODE","INFRASTRUCTURE_TYPE","FACILITY_NAME","DESCRIPTION","OWNER_TYPE","SUPERFUND_FLAG","SEMS_ID","SCF_ELIGIBLE","REVIEW_STATUS","REVIEW_TYPE","DATE_LAST_MODIFIED","NO_NEEDS"
"28001190001",1160471,MS,Wastewater,SHAW POTW,,Public,N,,N,UNC,,2023-05-03,
"28001844001",1160790,MS,Wastewater,ELIZABETH SEWER DISTRICT,,Public,N,,N,UNC,,2023-05-03,
"28001950001",1160828,MS,Wastewater,PEARL COLLECTION SYSTEM,,Public,N,,N,UNC,,2023-05-03,
"41000155001",1164398,OR,Wastewater,HAINES STP,,Public,N,,Y,UNC,,2023-05-03,
"28001051001",1160434,MS,Wastewater,POWERS SEPTICS,,Public,N,,Y,UNC,,2023-05-03,
"28001071001",1160439,MS,Wastewater,QUINLIVAN SEPTICS,,Public,N,,N,UNC,,2023-05-03,
"28001106001",1160448,MS,Wastewater,RILEY ROAD SEPTICS,,Public,N,,N,UNC,,2023-05-03,
"28001400011",1160531,MS,Wastewater,WALTHALL POTW,,Public,N,,N,UNC,,2023-05-03,
"28001591001",1160611,MS,Wastewater,MINERAL WELLS COLLECTION,,Public,N,,N,UNC,,2023-05-03,
"41000184001",1164416,OR,Wastewater,LAKEVIEW STP,,Public,N,,Y,UNC,,2023-05-03,
"45041272002",380276,SC,Wastewater,Richland Co.-Lower Richland Area,,Public,N,,N,UNC,,2023-05-03,
"28000880005",3533656,MS,Wastewater,Shannon POTW - Lagoon No. 2,,Public,N,,N,UNC,,2023-05-03,
"06004008007",1175467,CA,Wastewater,PROB CAMP SCUD-SCOT COLL,,Public,N,,N,UNC,,2023-05-03,
"46000275001",1179230,SD,Wastewater,POLLOCK LAGOONS,,Public,N,,N,UNC,,2013-04-26,
"46000401001",1179277,SD,Wastewater,DELMONT STP,,Public,N,,N,UNC,,2012-04-15,
"46000435001",1179306,SD,Wastewater,BRENTFORD STP,,Public,N,,N,UNC,,2013-04-26,
"46000501001",1179351,SD,Wastewater,WALL STP,,Public,N,,N,UNC,,2013-04-26,
"42000002001",1195347,PA,Wastewater,VALLEY FORGE SEWER AUTH,,Public,N,,N,UNC,,2023-05-03,
"42000150001",1195487,PA,Wastewater,AVONDALE BORO STP,,Public,N,,N,UNC,,2023-05-03,
"42001206001",1195676,PA,Wastewater,RAPHO TOWNSHIP CS TO MT. JOY,,Public,N,,N,UNC,,2023-05-03,
"42001258001",1195716,PA,Wastewater,WIND GAP BORO STP,,Public,N,,N,UNC,,2023-05-03,
"42001285001",1195737,PA,Wastewater,CAERNARVON - MORGANTOWN STP,,Public,N,,N,UNC,,2023-05-03,
"42002084001",1195852,PA,Wastewater,YATESVILLE BORO SS,,Public,N,,N,UNC,,2023-05-03,
"42002266001",1195952,PA,Wastewater,HERRICK TWP STP,,Public,N,,N,UNC,,2023-05-03,
"42003199001",1196173,PA,Wastewater,UPTON VILLAGE SS,,Public,N,,N,UNC,,2023-05-03,
"42003217001",1196188,PA,Wastewater,ST THOMAS TWP - EDENVILLE STP,,Public,N,,N,UNC,,2023-05-03,
"42004008002",1196233,PA,Wastewater,HAMILTON / OAKLYN SS TO SUNBURY,,Public,N,,N,UNC,,2023-05-03,
"42004047001",1196265,PA,Wastewater,WILLIAMSBURG BORO STP,,Public,N,,N,UNC,,2023-05-03,
"06008003002",429742,CA,Wastewater,Hemet Collection System,,Public,N,,N,UNC,,2023-05-03,
"42000513100",440840,PA,Wastewater,SERGEANT TWP CLERMONT STP,,Public,N,,N,UNC,,2023-05-03,
"42000043003",1195381,PA,Wastewater,FRANCONIA-EARLINGTON CS,,Public,N,,N,UNC,,2023-05-03,
"42000124006",1195463,PA,Wastewater,BCWSA SEWERS TO CNBTJSA,,Public,N,,N,UNC,,2023-05-03,
"42001023001",1195517,PA,Wastewater,BERNVILLE BORO AUTH,,Public,N,,N,UNC,,2023-05-03,
"42001055001",1195551,PA,Wastewater,WYOMISSING HILLS SS TO SPRING TWP,,Public,N,,N,UNC,,2023-05-03,
"42001069001",1195569,PA,Wastewater,READING AREA FRITZ ISLAND STP,,Public,N,,N,UNC,,2023-05-03,
"42001170001",1195649,PA,Wastewater,SUSQUEHANNA TWP C.S.,,Public,N,,N,UNC,,2023-05-03,
"46000090001",1179190,SD,Wastewater,PINE RIDGE LAGOON,,Public,N,,N,UNC,,2011-04-01,
"42001197001",1195668,PA,Wastewater,MANHEIM TWP SS TO LANCASTER,,Public,N,,N,UNC,,2023-05-03,
"42001263001",1195720,PA,Wastewater,LEOLA SS TO LANCASTER,,Public,N,,N,UNC,,2023-05-03,
"42001271001",1195721,PA,Wastewater,BERKS COUNTY STP,,Public,N,,N,UNC,,2023-05-03,
"42003081002",1196062,PA,Wastewater,HAMPDEN TWP ROTH LANE STP,,Public,N,,N,UNC,,2023-05-03,
"42003167001",1196145,PA,Wastewater,YORK CITY SEW AUTH,,Public,N,,N,UNC,,2023-05-03,
"42003184004",1196158,PA,Wastewater,LETTERKENNY TWP MUN AUTH,,Public,N,,N,UNC,,2023-05-03,
"42004026100",1196248,PA,Wastewater,FRANKLIN TWP SNYDER SS,,Public,N,,N,UNC,,2023-05-03,
"42004117001",1196342,PA,Wastewater,CRESSON TWP SS,,Public,N,,N,UNC,,2023-05-03,
"42004194001",1196382,PA,Wastewater,SHIRLEY TWP C.S.,,Public,N,,N,UNC,,2023-05-03,
"42005020002",1196476,PA,Wastewater,WHITEHALL BORO SS TO PLEASANT HILLS,,Public,N,,N,UNC,,2023-05-03,
"42005037001",1196511,PA,Wastewater,HOPEWELL TWP - RACOON CREEK STP,,Public,N,,N,UNC,,2023-05-03,
"42005114001",1196612,PA,Wastewater,WEST ALEXANDER STP,,Public,N,,N,UNC,,2023-05-03,
"42005210001",1196710,PA,Wastewater,SOUTH FAYETTE TWP CS,,Public,N,,N,UNC,,2023-05-03,
"42005243001",1196738,PA,Wastewater,LEETSDALE BORO STP,,Public,N,,N,UNC,,2023-05-03,
"42005249001",1196748,PA,Wastewater,SPEERS BORO SS,,Public,N,,N,UNC,,2023-05-03,
"42005350001",1196856,PA,Wastewater,O'HARA TWP SS TO ALCOSAN,,Public,N,,N,UNC,,2023-05-03,
"42005369001",1196875,PA,Wastewater,MUNHALL BORO CS TO ALCOSAN,,Public,N,,N,UNC,,2023-05-03,
"42006051001",1196995,PA,Wastewater,TROUTVILLE BORO ON-LOTS,,Public,N,,N,UNC,,2023-05-03,
"42006204001",1197118,PA,Wastewater,SHENANGO TWP CS,,Public,N,,N,UNC,,2023-05-03,
"42004120001",1196345,PA,Wastewater,RICHLAND TWP SS TO JOHNSTOWN,,Public,N,,N,UNC,,2023-05-03,
"42004128001",1196351,PA,Wastewater,BROWNSTOWN BORO SS,,Public,N,,N,UNC,,2023-05-03,
"42004242001",1196397,PA,Wastewater,KREAMER STP,,Public,N,,N,UNC,,2023-05-03,
"42005017001",1196470,PA,Wastewater,ROCHESTER AREA STP,,Public,N,,N,UNC,,2023-05-03,
"42005094001",1196593,PA,Wastewater,LATROBE BORO STP,,Public,N,,N,UNC,,2023-05-03,
"42005322012",1196826,PA,Wastewater,WASHINGTON TWP SEWERS,,Public,N,,N,UNC,,2023-05-03,
"42005333001",1196839,PA,Wastewater,LIBERTY BORO SS,,Public,N,,N,UNC,,2023-05-03,
"42006035001",1196985,PA,Wastewater,CONNEAUT TWP SS,,Public,N,,N,UNC,,2023-05-03,
"42006052001",1196996,PA,Wastewater,AUSTIN BORO STP,,Public,N,,N,UNC,,2023-05-03,
"42006106001",1197030,PA,Wastewater,WAMPUM BORO STP,,Public,N,,N,UNC,,2023-05-03,
"42007405001",1197161,PA,Wastewater,DCNR - BALD EAGLE STATE PARK STP,,Public,N,,N,UNC,,2023-05-03,
"45000103001",1157032,SC,Wastewater,YEMASSEE WWTP,,Public,N,,N,UNC,,2023-05-03,
"45000208001",1157100,SC,Wastewater,WINNSBORO JACKSON CR WWTP,,Public,N,,N,UNC,,2023-05-03,
"45000237001",1157126,SC,Wastewater,GENEROSTEE WWTP,,Public,N,,N,UNC,,2023-05-03,
"45000276007",1157184,SC,Wastewater,GCW&SD/North Santee WWTP,,Public,N,,N,UNC,,2023-05-03,
"28000005001",1160171,MS,Wastewater,"ABERDEEN POTW, EAST",,Public,N,,N,UNC,,2023-05-03,
"28000825001",1160382,MS,Wastewater,MIZE POTW,,Public,N,,N,UNC,,2023-05-03,
"28001505001",1160552,MS,Wastewater,MANTACHIE POTW,,Public,N,,N,UNC,,2023-05-03,
"41000101001",1164357,OR,Wastewater,CANYON CITY C S,,Public,N,,Y,UNC,,2023-05-03,
"28000425001",1233730,MS,Wastewater,FLORENCE POTW,,Public,N,,N,UNC,,2023-05-03,
"28000670001",1233739,MS,Wastewater,LELAND POTW,,Public,N,,N,UNC,,2023-05-03,
"46000357001",1237160,SD,Wastewater,VALE STP,,Public,N,,N,UNC,,2012-04-15,
"46000511001",1237185,SD,Wastewater,ALPENA STP,,Public,N,,N,UNC,,2013-04-26,
"42006184001",2859991,PA,Wastewater,WEST MEAD TWP CS,,Public,N,,N,UNC,,2023-05-03,
"42001492401",3071408,PA,Wastewater,PENN TWP COBURN STP,,Public,N,,N,UNC,,2023-05-03,
"42007414001",3107233,PA,Wastewater,CROMWELL TWP - S. Huntingdon HS STP,,Public,N,,N,UNC,,2023-05-03,
"32000038005",3521957,NV,Wastewater,Henderson new collection,New collection deferred due to the Great Recession,Public,N,,N,UNC,,2023-05-03,
"41000311001",1238065,OR,Wastewater,WESTON STP,,Public,N,,Y,UNC,,2023-05-03,
"28001086002",3516936,MS,Wastewater,Rawls Springs Util Dist - Lakewood,Existing collection & treatment system,Public,N,,N,UNC,,2023-05-03,
"45000126001",1157051,SC,Wastewater,RIDGELAND WWTP,,Public,N,,N,UNC,,2023-05-03,
"28000410001",1160281,MS,Wastewater,EUPORA POTW,,Public,N,,N,UNC,,2023-05-03,
"28000445001",1160289,MS,Wastewater,FRENCH CAMP POTW,,Public,N,,N,UNC,,2023-05-03,
"28000625001",1160336,MS,Wastewater,KILMICHAEL POTW,,Public,N,,N,UNC,,2023-05-03,
"28000975003",1160411,MS,Wastewater,PASCAGOULA - EAST SIDE COLLECTION,,Public,N,,N,UNC,,2023-05-03,
"28001732001",1160709,MS,Wastewater,LAWRENCE SEPTICS,,Public,N,,N,UNC,,2023-05-03,
"28001895001",1160818,MS,Wastewater,COAHOMA POTW,,Public,N,,N,UNC,,2023-05-03,
"06001043001",1175208,CA,Wastewater,Russian Gulch State Park Coll. Sys.,,Public,N,,N,UNC,,2023-05-03,
"06003067001",1175435,CA,Wastewater,Cayucos Collection System,,Public,N,,N,UNC,,2023-05-03,
"28001616001",1160627,MS,Wastewater,HANCOCK CO W & S DIST. - LAKESHORE,,Public,N,,N,UNC,,2023-05-03,
"46000449001",1179315,SD,Wastewater,DRAPER STP,,Public,N,,N,UNC,,2012-04-15,
"45000000001",3525856,SC,Wastewater,Seabrook Island Utility Commission,,Public,N,,N,UNC,,2023-05-03,
"42008012011",3526116,PA,Wastewater,Lawrence-Hickory MA,,Public,N,,N,UNC,,2023-05-03,
"46000402001",1179278,SD,Wastewater,GARY STP,,Public,N,,N,UNC,,2012-04-15,
"46000499001",1179349,SD,Wastewater,TULARE STP,,Public,N,,N,UNC,,2012-04-15,
"46000522001",1179368,SD,Wastewater,CLAIRE CITY LAGOON,,Public,N,,N,UNC,,2012-04-15,
"46000561001",1179407,SD,Wastewater,BLACK HAWK HOMEOWNERS ASC,,Public,N,,N,UNC,,2011-04-01,
"42008012013",3526256,PA,Wastewater,Eldred Twp SS,,Public,N,,N,UNC,,2023-05-03,
"42005430002",1196927,PA,Wastewater,CENTER TWP BUTLER SS,,Public,N,,N,UNC,,2023-05-03,
"42007437001",1197186,PA,Wastewater,PENN TWP CHESTER STP,,Public,N,,N,UNC,,2023-05-03,
"42000095001",1195430,PA,Wastewater,NORTHWESTERN CHESTER CO MUN AUTH,,Public,N,,N,UNC,,2023-05-03,
"42001274001",1195724,PA,Wastewater,BECHTELSVILLE CS,,Public,N,,N,UNC,,2023-05-03,
"42002020001",1195791,PA,Wastewater,PLYMOUTH TWP SS,,Public,N,,N,UNC,,2023-05-03,
"42003041002",1196017,PA,Wastewater,MECHANICSBURG CS,,Public,N,,N,UNC,,2023-05-03,
"42003118001",1196096,PA,Wastewater,NEWBURG-HOPEWELL STP,,Public,N,,N,UNC,,2023-05-03,
"42005054001",1196531,PA,Wastewater,WEST HILLS AREA STP,,Public,N,,N,UNC,,2023-05-03,
"42005067001",1196567,PA,Wastewater,UNIONTOWN STP,,Public,N,,N,UNC,,2023-05-03,
"42005358001",1196864,PA,Wastewater,EAST PITTSBURGH BORO CS,,Public,N,,N,UNC,,2023-05-03,
"42005364001",1196870,PA,Wastewater,CARNEGIE BORO CS TO ALCOSAN,,Public,N,,N,UNC,,2023-05-03,
"42006011001",1196965,PA,Wastewater,SHINGLEHOUSE BORO STP,,Public,N,,N,UNC,,2023-05-03,
"42006028001",1196980,PA,Wastewater,KRATZER RUN SA - GRAMPIAN BORO STP,,Public,N,,N,UNC,,2023-05-03,
"42006074001",1197009,PA,Wastewater,NEW BETHLEHEM BORO SS,,Public,N,,N,UNC,,2023-05-03,
"42006185001",1197101,PA,Wastewater,VERNON TWP CS,,Public,N,,N,UNC,,2023-05-03,
"42007403003",1197158,PA,Wastewater,GREGG TWP - SPRING MILLS,,Public,N,,N,UNC,,2023-05-03,
"42007493001",1197230,PA,Wastewater,LOWER SOUTHAMPTON SS,,Public,N,,N,UNC,,2023-05-03,
"42007525001",1197277,PA,Wastewater,FERMANAGH TWP SS,,Public,N,,N,UNC,,2023-05-03,
"42007573001",1197333,PA,Wastewater,ELMHURST TWP STP,,Public,N,,N,UNC,,2023-05-03,
"42006217201",390954,PA,Wastewater,Farmington Twp STP,,Public,N,,N,UNC,,2023-05-03,
"42006196011",441740,PA,Wastewater,COCHRANTON BORO STP,,Public,N,,N,UNC,,2023-05-03,
"32000005001",1144630,NV,Wastewater,MCGILL WWTF,,Public,N,,Y,UNC,,2023-05-03,
"42001019001",1227178,PA,Wastewater,ELIZABETHTOWN BORO STP,,Public,N,,N,UNC,,2023-05-03,
"42000018002",3073473,PA,Wastewater,UPPER PROVIDENCE CS TO MEDIA,,Public,N,,N,UNC,,2023-05-03,
"46000420001",1237163,SD,Wastewater,MIDLAND LAGOON,,Public,N,,N,UNC,,2013-04-26,
"46000456001",1237172,SD,Wastewater,HARRISBURG STP,,Public,N,,N,UNC,,2011-04-01,
"41000082001",1238050,OR,Wastewater,ARLINGTON STP,,Public,N,,Y,UNC,,2023-05-03,
"42001143002",451224,PA,Wastewater,RICHMOND TWP / VIRGINVILLE STP,,Public,N,,N,UNC,,2023-05-03,
"28001614002",486915,MS,Wastewater,GRENADA LAKE ESTATES SEPTICS,,Public,N,,N,UNC,,2023-05-03,
"46000409001",1179285,SD,Wastewater,HOSMER STP,,Public,N,,N,UNC,,2013-04-26,
"46000472001",1179330,SD,Wastewater,LONG LAKE STP,,Public,N,,N,UNC,,2013-04-26,
"45000109001",1157036,SC,Wastewater,BUCK CREEK STP,,Public,N,,N,UNC,,2023-05-03,
"45000119001",1157047,SC,Wastewater,TOWN OF LAMAR WWTP,,Public,N,,N,UNC,,2023-05-03,
"28001165001",1160464,MS,Wastewater,SCOOBA POTW,,Public,N,,N,UNC,,2023-05-03,
"28001500001",1160548,MS,Wastewater,TURNER INDUS PARK COLLECTION,,Public,N,,N,UNC,,2023-05-03,
"28001750001",1160722,MS,Wastewater,NICHOLSON WATER & SEWER ASSOC,,Public,N,,N,UNC,,2023-05-03,
"06007006001",1175912,CA,Wastewater,Brawley County Collection System,,Public,N,,N,UNC,,2023-05-03,
"46000019001",1179124,SD,Wastewater,KIMBALL WWTP,,Public,N,,N,UNC,,2013-04-26,
"46000054001",1179157,SD,Wastewater,LAKE NORDEN LAGOONS,,Public,N,,N,UNC,,2012-04-15,
"32000200803",3507846,NV,Wastewater,Spanish Springs Effluent Recharge,"Construction of effluent pump station, 4,000 feet of force main and 37 acres of rapid infiltration basins",Public,N,,N,UNC,,2023-05-03,
"32000200805",3507941,NV,Wastewater,Reno - reclaimed water expansion,Expansion of reclaimed water distribution system in and around the Reno area via integration with two regional plants. ,Public,N,,N,UNC,,2023-05-03,
"42000023012",3104552,PA,Wastewater,Nether Providence Twp CS,,Public,N,,N,UNC,,2023-05-03,
"42000008001",3221868,PA,Wastewater,MIDDLETOWN TWP DEL CO SAN AUTH,,Public,N,,N,UNC,,2023-05-03,
"06003064001",1175432,CA,Wastewater,CALIF MENS COLONY WWTF,,Public,N,,N,UNC,,2023-05-03,
"46000390001",1179266,SD,Wastewater,HENRY LAGOON,,Public,N,,N,UNC,,2012-04-15,
"46000400001",1179276,SD,Wastewater,EAGLE BUTTE STP,,Public,N,,N,UNC,,2013-04-26,
"46000471001",1179329,SD,Wastewater,LETCHER STP,,Public,N,,N,UNC,,2013-04-26,
"46000478001",1179333,SD,Wastewater,MENNO STP,,Public,N,,N,UNC,,2013-04-26,
"46000545001",1179389,SD,Wastewater,CROW CREEK STP,,Public,N,,N,UNC,,2011-04-01,
"42000222001",3076889,PA,Wastewater,UPPER DARBY TWP CS,,Public,N,,N,UNC,,2023-05-03,
"32000200820",3514445,NV,Wastewater,Clark County Water Rec Dist AWT,Upgrades and expansion to AWT plant,Public,N,,N,UNC,,2023-05-03,
"32000200822",3517197,NV,Wastewater,Clark Co Water Rec Dist Collection,Collection system improvements,Public,N,,N,UNC,,2023-05-03,
"42007600002",3517476,PA,Wastewater,Winslow Twp,wastewater collection in the Soldier area with treatment at Sykesville Boro,Public,N,,N,UNC,,2023-05-03,
"42000017001",1195356,PA,Wastewater,SOUTH COATESVILLE BOROUGH,,Public,N,,N,UNC,,2023-05-03,
"42000063001",1195400,PA,Wastewater,ABINGTON TWP STP & CS,,Public,N,,N,UNC,,2023-05-03,
"42001042002",1195535,PA,Wastewater,NEW HOLLAND REGIONAL SS,,Public,N,,N,UNC,,2023-05-03,
"42001065001",1195565,PA,Wastewater,CUMRU TOWNSHIP COLL SYS.,,Public,N,,N,UNC,,2023-05-03,
"42001111001",1195607,PA,Wastewater,SCHUYLKILL CO MA - GORDON BORO,,Public,N,,N,UNC,,2023-05-03,
"42001240001",1195700,PA,Wastewater,HELLERTOWN BORO SS,,Public,N,,N,UNC,,2023-05-03,
"42001306001",1195757,PA,Wastewater,TAMAQUA BORO STP,,Public,N,,N,UNC,,2023-05-03,
"42002116001",1195885,PA,Wastewater,OAKLAND BORO SEWER SYSTEM,,Public,N,,N,UNC,,2023-05-03,
"42004080003",1196298,PA,Wastewater,UPPER YODER WOODMONT SS,,Public,N,,N,UNC,,2023-05-03,
"42004251001",1196407,PA,Wastewater,GREGG TWP - ALLENWOOD STP,,Public,N,,N,UNC,,2023-05-03,
"42005054003",1196533,PA,Wastewater,INDIANA CO MSA MARGARET STP,,Public,N,,N,UNC,,2023-05-03,
"42005063001",1196555,PA,Wastewater,HEMPFIELD TWP MA - NEW STANTON STP,,Public,N,,N,UNC,,2023-05-03,
"42005370001",1196876,PA,Wastewater,MT OLIVER BORO SS,,Public,N,,N,UNC,,2023-05-03,
"42005425001",1196921,PA,Wastewater,HOMER CITY SS,,Public,N,,N,UNC,,2023-05-03,
"42006054001",1196997,PA,Wastewater,FAIRVIEW TWP CS TO ERIE,,Public,N,,N,UNC,,2023-05-03,
"42006163001",1197082,PA,Wastewater,SMETHPORT STP,,Public,N,,N,UNC,,2023-05-03,
"42007490001",1197225,PA,Wastewater,LOWER MAKEFIELD CS,,Public,N,,N,UNC,,2023-05-03,
"42007559001",1197285,PA,Wastewater,WEST MAHANOY TWP ON-LOT,,Public,N,,N,UNC,,2023-05-03,
"42000128001",1195467,PA,Wastewater,MIDDLETOWN TWP COLL SYS,,Public,N,,N,UNC,,2023-05-03,
"42001276002",1195727,PA,Wastewater,ALSACE MANOR STP & CS,,Public,N,,N,UNC,,2023-05-03,
"42002064001",1195832,PA,Wastewater,FORTY FORT BORO SS,,Public,N,,N,UNC,,2023-05-03,
"42002166001",1195913,PA,Wastewater,DYBERRY TWP,,Public,N,,N,UNC,,2023-05-03,
"42003072003",1196047,PA,Wastewater,JACKSON TWP SS TO SPRING GROVE,,Public,N,,N,UNC,,2023-05-03,
"42003114001",1196090,PA,Wastewater,UNION TWP - BELLEVILLE STP,,Public,N,,N,UNC,,2023-05-03,
"42004069001",1196284,PA,Wastewater,NORTH WOODBURY COLL SEWER,,Public,N,,N,UNC,,2023-05-03,
"42004108001",1196328,PA,Wastewater,LILLY BORO CS,,Public,N,,N,UNC,,2023-05-03,
"42004284001",1196431,PA,Wastewater,MCALISTERVILLE STP,,Public,N,,N,UNC,,2023-05-03,
"42004292001",1196438,PA,Wastewater,EAST NITTANY VALLEY CS,,Public,N,,N,UNC,,2023-05-03,
"42005013001",1196466,PA,Wastewater,HAMPTON TWP - ALLISON PARK STP,,Public,N,,N,UNC,,2023-05-03,
"42005022001",1196484,PA,Wastewater,SCOTTDALE-EVERSON STP,,Public,N,,N,UNC,,2023-05-03,
"42005035001",1196509,PA,Wastewater,LABORATORY-PATTEN SEW SYS,,Public,N,,N,UNC,,2023-05-03,
"42005069002",1196570,PA,Wastewater,CENTER TWP - ROGERSVILLE STP,,Public,N,,N,UNC,,2023-05-03,
"42005076001",1196576,PA,Wastewater,NORTH STRABANE TWP SS,,Public,N,,N,UNC,,2023-05-03,
"42005117001",1196615,PA,Wastewater,WALL BORO SS TO ALCOSAN,,Public,N,,N,UNC,,2023-05-03,
"42005156001",1196650,PA,Wastewater,INDIANA CO MSA - MARION CENTER,,Public,N,,N,UNC,,2023-05-03,
"42005211001",1196711,PA,Wastewater,WILKINSBURG BORO CS TO ALCOSAN,,Public,N,,N,UNC,,2023-05-03,
"42005277001",1196769,PA,Wastewater,AVALON BORO SS,,Public,N,,N,UNC,,2023-05-03,
"42005415001",1196914,PA,Wastewater,SHANNOCK VALLEY - NUMINE STP,,Public,N,,N,UNC,,2023-05-03,
"42008012002",3525456,PA,Wastewater,Worth Township,,Public,N,,N,UNC,,2023-05-03,
"28000240004",1160234,MS,Wastewater,"CLINTON POTW, NORTHEAST",,Public,N,,N,UNC,,2023-05-03,
"28000295001",1160254,MS,Wastewater,CROSBY POTW,,Public,N,,N,UNC,,2023-05-03,
"28000400002",1160279,MS,Wastewater,ESCATAWPA COLLECTION,,Public,N,,Y,UNC,,2023-05-03,
"28000743001",1160367,MS,Wastewater,MCLAIN POTW,,Public,N,,N,UNC,,2023-05-03,
"42000042002",1195376,PA,Wastewater,MONTGOMERY TWP CS TO U.GWYNEDD,,Public,N,,N,UNC,,2023-05-03,
"42000180001",1195490,PA,Wastewater,BRISTOL TWP AUTH STP & CS,,Public,N,,N,UNC,,2023-05-03,
"42001091001",1195590,PA,Wastewater,NORTH CATASAQUA SS,,Public,N,,N,UNC,,2023-05-03,
"42001300001",1195753,PA,Wastewater,JIM THORPE BORO,,Public,N,,N,UNC,,2023-05-03,
"42002253001",1195949,PA,Wastewater,WYSOX TWP SS TO TOWANDA,,Public,N,,N,UNC,,2023-05-03,
"42003125002",1196108,PA,Wastewater,BERWICK TWP STP & SPRAYFIELDS,,Public,N,,N,UNC,,2023-05-03,
"42003255001",1196199,PA,Wastewater,WEST LEBANON TWP SS,,Public,N,,N,UNC,,2023-05-03,
"42004086001",1196307,PA,Wastewater,NANTY GLO STP,,Public,N,,N,UNC,,2023-05-03,
"42004094001",1196314,PA,Wastewater,BRIAR CREEK PARK STP,,Public,N,,N,UNC,,2023-05-03,
"42004154001",1196361,PA,Wastewater,E PROVIDENCE TWP - BREEZEWOOD STP,,Public,N,,N,UNC,,2023-05-03,
"42004217001",1196387,PA,Wastewater,CONEMAUGH TWP BENSON STP,,Public,N,,N,UNC,,2023-05-03,
"42004306001",1196443,PA,Wastewater,MID-CENTRE COUNTY STP,,Public,N,,N,UNC,,2023-05-03,
"42005104001",1196603,PA,Wastewater,N SEWICKLEY TWP SS TO BEAVER FALLS,,Public,N,,N,UNC,,2023-05-03,
"42005286001",1196780,PA,Wastewater,ROBINSON TWP MA -CAMPBELLS RUN STP,,Public,N,,N,UNC,,2023-05-03,
"42005360001",1196866,PA,Wastewater,FOREST HILLS BORO SS TO ALCOSAN,,Public,N,,N,UNC,,2023-05-03,
"42005431001",1196928,PA,Wastewater,CRANBERRY TWP - BRUSH CK STP,,Public,N,,N,UNC,,2023-05-03,
"42006083001",1197017,PA,Wastewater,HOUTZDALE BORO STP,,Public,N,,N,UNC,,2023-05-03,
"42007494002",1197235,PA,Wastewater,UPPER DUBLIN CS TO AMBLER,,Public,N,,N,UNC,,2023-05-03,
"42007594001",1197352,PA,Wastewater,DOVER TWP - MT ROYAL,,Public,N,,N,UNC,,2023-05-03,
"32000200423",407389,NV,Wastewater,Washoe Co HUFFAKER HILLS RESERVOIR,,Public,N,,N,UNC,,2023-05-03,
"42003192010",462306,PA,Wastewater,BELFAST TWP NEEDMORE STP,,Public,N,,N,UNC,,2023-05-03,
"42000012804",3525576,PA,Wastewater,Sayre Boro SS to VJSA,,Public,N,,N,UNC,,2023-05-03,
"41000287001",1164493,OR,Wastewater,WASCO STP,,Public,N,,Y,UNC,,2023-05-03,
"45041272005",380374,SC,Wastewater,Richland Co.-Roosevelt Village,,Public,N,,N,UNC,,2023-05-03,
"28001777001",422736,MS,Wastewater,WEST RANKIN UTILITY AUTHORITY,,Public,N,,Y,UNC,,2023-05-03,
"45041272006",380379,SC,Wastewater,Richland Co.-Seminole Road,,Public,N,,N,UNC,,2023-05-03,
"42004277004",412849,PA,Wastewater,WEST CHILLISQUAQUE TWP CS,,Public,N,,N,UNC,,2023-05-03,
"45000137003",1157054,SC,Wastewater,THOMPSON CREED WWTP,,Public,N,,N,UNC,,2023-05-03,
"45000145001",1157058,SC,Wastewater,KERSHAW STP,,Public,N,,N,UNC,,2023-05-03,
"28000160001",1160218,MS,Wastewater,BRUCE POTW,,Public,N,,N,UNC,,2023-05-03,
"28000320002",1160263,MS,Wastewater,"DEKALB POTW, NUMBER 2",,Public,N,,N,UNC,,2023-05-03,
"28001430001",1160535,MS,Wastewater,WEBB COLLECTION SYSTEM,,Public,N,,N,UNC,,2023-05-03,
"42005448001",1196945,PA,Wastewater,ALEPPO TWP AUTH - I-79 STP,,Public,N,,N,UNC,,2023-05-03,
"42006185002",1197102,PA,Wastewater,VERNON TWP - WATSON RUN STP,,Public,N,,N,UNC,,2023-05-03,
"42006212002",1197121,PA,Wastewater,WEST MIDDLESEX BORO CS,,Public,N,,N,UNC,,2023-05-03,
"46000452001",1237170,SD,Wastewater,FAITH STP,,Public,N,,N,UNC,,2012-04-15,
"42005280101",391094,PA,Wastewater,CONNOQUENESSING BORO STP,,Public,N,,N,UNC,,2023-05-03,
"42008012008",3525816,PA,Wastewater,Northern Neighbors SS,,Public,N,,N,UNC,,2023-05-03,
"06003085001",1175447,CA,Wastewater,Seaside Collection System,,Public,N,,N,UNC,,2023-05-03,
"46000096001",1179195,SD,Wastewater,SPRINGFIELD CITY WWTL,,Public,N,,N,UNC,,2013-04-26,
"46000294001",1179247,SD,Wastewater,ONAKA STP,,Public,N,,N,UNC,,2011-04-01,
"46000413001",1179289,SD,Wastewater,BIG STONE CITY STP,,Public,N,,N,UNC,,2013-04-26,
"46000470001",1179328,SD,Wastewater,LEOLA STP,,Public,N,,N,UNC,,2013-04-26,
"46000546001",1179390,SD,Wastewater,EAST MARTIN STP,,Public,N,,N,UNC,,2011-04-01,
